"UID","VALUE","weighted_pixels","hectares","BPS_NAME","GROUPVEG","FRI_REPLAC","FRI_MIXED","FRI_SURFAC","FRI_ALLFIR","PRC_REPLAC","PRC_MIXED","PRC_SURFAC","FRG_NEW","R","G","B","RED","GREEN","BLUE"
2241,1152,939.379979003221,84.5441981102899,"Southern Rocky Mountain Ponderosa Pine Woodland","Conifer",505,159,24,20,4,13,83,"I-C",168,56,0,0.658824,0.219608,0
2241,1153,0.999999977648258,0.0899999979883432,"Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland","Conifer",199,435,-9999,137,69,31,-9999,"IV-B",211,255,190,0.827451,1,0.745098
2241,1157,608.999986387789,54.809998774901,"Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland","Hardwood-Conifer",78,73,126,29,37,40,23,"I-C",230,230,0,0.901961,0.901961,0
2241,1161,1121.55997493118,100.940397743806,"Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush","Shrubland",72,-9999,-9999,72,100,-9999,-9999,"IV-A",255,190,232,1,0.745098,0.909804
2241,1162,9.99999977648258,0.899999979883432,"Inter-Mountain Basins Mixed Salt Desert Scrub","Shrubland",616,-9999,-9999,616,100,-9999,-9999,"V-B",245,202,122,0.960784,0.792157,0.478431
2241,1163,88.2599980272353,7.94339982245117,"Rocky Mountain Lower Montane-Foothill Shrubland","Shrubland",73,210,-9999,54,74,26,-9999,"III-A",137,68,101,0.537255,0.266667,0.396078
2241,1165,50.3599988743663,4.53239989869297,"Rocky Mountain Gambel Oak-Mixed Montane Shrubland","Shrubland",50,171,-9999,39,77,23,-9999,"III-A",115,255,223,0.45098,1,0.87451
2241,1167,161.119996398687,14.5007996758819,"Southern Rocky Mountain Ponderosa Pine Savanna","Conifer",368,-9999,11,11,3,-9999,97,"I-B",255,85,0,1,0.333333,0
2241,1170,12201.7597272694,1098.15837545425,"Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",49,-9999,-9999,49,100,-9999,-9999,"IV-A",230,0,169,0.901961,0,0.662745
2241,1171,83.9999981224537,7.55999983102083,"Inter-Mountain Basins Semi-Desert Shrub-Steppe","Shrubland",120,-9999,-9999,120,100,-9999,-9999,"IV-B",194,158,215,0.760784,0.619608,0.843137
2241,1176,10.9999997541308,0.989999977871776,"Southern Rocky Mountain Montane-Subalpine Grassland","Grassland",20,-9999,21,10,52,-9999,48,"I-B",167,205,178,0.654902,0.803922,0.698039
2241,1178,742.95998339355,66.8663985054195,"Rocky Mountain Montane Riparian Systems","Riparian",270,-9999,79,61,23,-9999,77,"III-A",123,124,93,0.482353,0.486275,0.364706
2241,1179,71.1399984098971,6.40259985689074,"Rocky Mountain Subalpine/Upper Montane Riparian Systems","Riparian",273,-9999,80,62,23,-9999,77,"III-A",49,165,167,0.192157,0.647059,0.654902
2254,31,0.999999977648258,0.0899999979883432,"Barren-Rock/Sand/Clay","Barren-Rock/Sand/Clay",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",191,191,191,0.74902,0.74902,0.74902
2254,879,12.9999997094274,1.16999997384846,"Rocky Mountain Aspen Forest and Woodland","Hardwood",163,-9999,-9999,163,100,-9999,-9999,"IV-B",255,255,115,1,1,0.45098
2254,881,500.059988822788,45.0053989940509,"Rocky Mountain Foothill Limber Pine-Juniper Woodland","Conifer",216,-9999,-9999,216,100,-9999,-9999,"V-A",102,205,171,0.4,0.803922,0.670588
2254,883,449.41998995468,40.4477990959212,"Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland","Conifer",90,77,14,11,12,14,74,"I-B",190,210,255,0.745098,0.823529,1
2254,884,87.1199980527163,7.84079982474446,"Southern Rocky Mountain Ponderosa Pine Woodland","Conifer",165,49,19,13,8,26,66,"I-B",168,56,0,0.658824,0.219608,0
